,index,Season,Daynum,team1,team2,Wloc,Numot,score_diff,fgm_diff,fga_diff,fgm3_diff,fga3_diff,ftm_diff,fta_diff,or_diff,dr_diff,ast_diff,to_diff,stl_diff,blk_diff,pf_diff,ELO,WorL,AdjustO_Diff,AdjustD_Diff,# of Wins_Diff,SOS_DIF,LUCK_DIF,Years Since 2016,Tournament Game
276,2010132,2010,132,1181,1210,2,0,0.082529003,-0.08571545400000001,-0.196753585,0.094871795,-0.015873016,0.365555556,0.379536276,-0.7794871790000001,-0.044778613,-0.168251139,-0.205585264,-0.482142857,-0.7222222220000001,-0.250781472,1962.264990375753,1,-2.3,14.2,-10,-1.61,0.028999999999999998,1,0
277,2010137,2010,137,1115,1181,2,0,0.17070306,0.128518519,-0.037971175,-0.238095238,-0.277809909,0.30625,0.34263577700000003,0.109379509,0.06609195400000001,0.148860399,-0.615873016,0.022222222000000003,-0.244444444,-0.274314766,1966.1990653004452,0,,,9,,,1,0
278,2010139,2010,139,1143,1181,2,0,0.154974056,0.178144078,0.007777836,-0.233333333,-0.543771044,0.05952381,0.047916337,-0.081349206,0.189141414,0.236928105,-0.282051282,0.0,0.634920635,-0.122650376,1966.8342083943405,0,9.7,-3.1,11,2.88,0.109,1,0
279,2010144,2010,144,1181,1345,2,0,0.245159848,0.226561265,-0.033756584,0.095238095,-0.291666667,0.194444444,-0.10365881,0.455882353,0.468255132,0.151709402,0.425980392,-0.274074074,0.044444444000000013,-0.115873016,1972.040181525417,1,9.8,-10.9,15,1.63,0.038,1,0
280,2010146,2010,146,1124,1181,2,0,0.085760765,-0.049064753,0.005564988000000001,0.359259259,0.191239316,0.236988304,0.255538897,-0.046296296,-0.102777778,0.245701058,-0.231481481,0.096861472,-2.9111111110000003,-0.256996658,1979.722908534751,0,7.7,1.7,4,-2.14,-0.046,1,0
281,2010152,2010,152,1181,1452,2,0,0.148258155,0.041269841,-0.013440451,0.173809524,0.033950617,-0.046034945999999986,-0.14728682199999998,-0.111111111,0.041156814,-0.0006613760000000001,-0.244348244,0.472222222,-1.388888889,-0.00531247,1985.2188078991198,1,6.6,-8.8,11,2.62,0.068,1,0
282,2010154,2010,154,1139,1181,2,0,0.091735766,0.14070048300000002,-0.142893082,-0.103174603,-0.360780423,-0.026597497,0.132313934,-0.016666667,0.257751122,0.174825175,0.35003885,-0.044973545,0.15833333300000002,-0.148177426,1993.372859186608,0,15.1,-6.8,14,2.61,-0.002,1,0
283,2011013,2011,13,1181,1343,0,0,0.16269956300000002,-0.051930502,-0.188696924,-0.877777778,-1.5189674519999998,0.5463386729999999,0.2,-1.638095238,0.108333333,0.314814815,-0.292078682,-0.325757576,0.6,-0.242328042,2000.7550281935605,1,17.2,-4.4,17,3.29,0.11,1,0
284,2011015,2011,15,1181,1275,0,0,0.254194934,0.192307692,0.056061402,-0.242592593,-0.314285714,0.343240093,0.462613636,0.166386555,0.083982684,0.2995338,-1.066666667,0.572390572,0.361111111,-0.27254902,2001.6534959329936,1,8.8,-2.4,5,5.27,0.004,1,0
285,2011018,2011,18,1159,1181,0,0,0.18102388100000005,0.10931677,-0.01797511,0.14957265,0.037021317000000005,0.347057159,0.327719298,-0.504761905,-0.040511607000000005,-0.10962963,-0.567307692,0.378306878,0.44047619,-0.348830409,2003.0070586906759,0,9.9,-2.2,9,2.67,0.047,1,0
286,2011021,2011,21,1181,1266,2,0,0.12296098,0.17682198300000002,0.004736199,-0.004761905,-0.35132703600000004,-0.199206349,-0.06314274,0.159090909,0.264527629,0.311868687,0.157692308,-0.9,0.7108225109999999,-0.103654971,2003.3522743129238,1,-9.8,0.0,-9,-1.82,-0.106,1,0
287,2011022,2011,22,1181,1243,2,0,0.129212913,-0.041386083,-0.209174848,-0.44047619,-0.6467236470000001,0.542222222,0.355654762,-0.328205128,0.197403382,0.124369748,0.122222222,-0.111111111,-0.8888888890000001,-0.196644042,2008.427195229328,1,7.7,1.7,4,-2.14,-0.046,1,0
288,2011026,2011,26,1181,1332,2,0,0.162675044,0.201161946,-0.047469705,0.19047619,0.108134921,-0.078571429,-0.096967847,-0.179487179,0.286344086,-0.031944444,0.11372549,-0.380952381,0.126984127,0.073240166,2014.2775960238282,1,9.7,-3.1,11,2.88,0.109,1,0
289,2011030,2011,30,1181,1277,0,0,0.046270967,-0.113782051,0.011393298,-0.027777778,0.225240642,0.333597884,0.32991453,0.014619883,-0.179904636,-0.613095238,-0.56712963,0.389499389,-0.522222222,-0.30610021800000004,2016.0371890022614,1,9.9,-2.2,9,2.67,0.047,1,0
290,2011033,2011,33,1139,1181,2,0,0.118261435,0.111941392,-0.072783389,0.0,0.128858025,0.13343012699999998,0.118547544,-0.396969697,0.094179894,0.162573099,-0.16190476199999998,0.216666667,0.25,-0.060344828,2023.002494286059,0,7.7,1.7,4,-2.14,-0.046,1,0
291,2011037,2011,37,1133,1181,0,0,0.182511356,0.059907834000000014,-0.079403875,0.3125,0.400178253,0.338148148,0.257828283,-0.110318875,0.16863181300000002,0.3845611920000001,-0.052723312,-0.6,0.3722222220000001,-0.128571429,2028.9122793792442,0,-0.6,2.2,-1,-9.96,-0.07400000000000001,1,0
292,2011040,2011,40,1181,1387,0,0,0.19870787,0.212643678,0.016125235,-0.706349206,-1.366233766,0.347033685,0.185728745,0.1,0.203333333,0.172923568,-0.35,-0.626262626,0.19047619,-0.22334267,2030.4251647022968,1,14.9,-12.4,14,15.25,0.035,1,0
293,2011049,2011,49,1181,1189,0,0,0.141635655,0.100961538,0.035788255,-0.666666667,-0.672008547,0.348205128,0.36568915,0.485912698,0.197089947,-0.097254597,-0.07962963,-0.609848485,-1.0555555559999998,-0.209365079,2032.0860791310158,1,2.8,11.0,0,-1.78,0.085,1,0
294,2011058,2011,58,1181,1422,1,0,0.239052413,0.157769424,-0.042700157,0.257936508,0.23555555600000005,0.318357488,0.352932508,-0.3666666670000001,0.071906355,0.217407407,-0.8720538720000001,0.53968254,0.55,-0.452488688,2032.3753091501528,1,-5.5,3.5,-3,-12.42,-0.05,1,0
295,2011062,2011,62,1181,1274,0,0,0.158439806,0.202469136,0.013613268,0.074074074,-0.042568912,-0.103703704,-0.308712121,-0.158730159,0.108965517,0.18148148100000006,-0.104395604,0.081481481,0.243386243,0.155820106,2032.6320770680825,1,11.0,2.7,10,1.86,0.098,1,0
296,2011065,2011,65,1181,1412,0,0,0.105631312,0.117816092,0.049496765,-0.62037037,-0.434343434,0.306818182,0.21587301600000006,0.038665039,0.055137845,0.262353801,-0.62962963,-0.044444444000000013,0.236507937,-0.307738095,2035.4371565797376,1,3.4,1.2,4,-1.6,0.0,1,0
297,2011069,2011,69,1181,1268,0,0,0.064458689,-0.034106166,-0.03885412,0.26984127,0.310822511,0.185606061,0.06372549,0.058585859,0.100482017,-0.3709447420000001,0.150462963,0.158730159,-0.6,0.06735421400000001,2038.423118964959,1,3.5,10.6,0,-2.14,0.03,1,0
298,2011072,2011,72,1181,1199,0,0,0.098486733,0.187694388,-0.214378952,-0.571428571,-1.238095238,0.037037037,0.043421053,-2.01010101,0.172645362,0.192857143,0.102941176,-1.233333333,0.255555556,-0.158496732,2042.16946839184,0,-0.6,9.7,0,-1.83,0.107,1,0
299,2011075,2011,75,1181,1438,0,0,0.172048352,0.121031746,-0.043300402,-0.12037037,-0.14862914900000002,0.297089947,0.273809524,-0.142063492,0.176364943,0.188492063,-0.039141414,-0.116666667,0.404761905,-0.330424477,2025.592570986839,1,-5.8,5.8,-7,-4.39,0.017,1,0
300,2011079,2011,79,1181,1301,1,0,0.140633288,0.13832565300000002,-0.057321316,0.161111111,0.23015873,0.101709402,-0.051127214,-0.7222222220000001,0.199171076,0.118055556,-0.157407407,0.044444444000000013,0.34259259299999995,0.060606061,2027.5499117848144,1,8.1,0.2,6,3.86,0.033,1,0
301,2011082,2011,82,1181,1448,1,0,0.35254803700000004,0.34320987700000005,0.124330805,0.32592592600000003,0.068990559,0.285024155,0.106481481,0.053460701,0.226347673,0.397222222,-0.567532468,0.481481481,0.103174603,-0.023034056,2029.9592246163957,1,20.1,-9.8,15,12.5,-0.036000000000000004,1,0
302,2011087,2011,87,1130,1181,0,0,0.145742681,0.089197684,0.003720107,0.049242424000000014,-0.142731664,0.388034188,0.18995098,0.13903743300000002,0.189415523,-0.003968254,-0.252645503,0.393939394,0.494047619,-0.022222222000000003,2031.9793354833746,0,12.0,-7.8,14,8.65,0.127,1,0
303,2011090,2011,90,1181,1385,0,0,0.107233778,0.150261233,-0.142570441,-0.595238095,-2.023809524,0.191358025,0.143911249,-0.576767677,0.190502505,0.231818182,-0.044871795,-1.277777778,-0.5,-0.101830065,2034.687068826944,0,13.7,-3.1,8,8.43,-0.001,1,0
304,2011093,2011,93,1181,1268,1,0,0.185185185,0.215053763,0.076688218,0.353535354,0.17222222199999998,-0.265530303,-0.23155929,0.093265993,0.16715198,-0.111233211,-0.131944444,-0.347222222,-0.083333333,-0.005681818000000001,2016.956437139213,1,4.3,-0.9,3,3.45,0.003,1,0
305,2011096,2011,96,1181,1301,0,0,0.216515511,0.185677975,0.096249137,0.383333333,0.186928105,0.187037037,0.195260295,0.345238095,0.13795518199999998,-0.021428571,-0.254166667,0.3666666670000001,-0.125661376,-0.245614035,2021.2874977181696,1,19.2,-1.3,16,5.04,0.134,1,0
306,2011100,2011,100,1181,1314,0,0,0.117827004,0.16087459699999998,0.045015371,0.541666667,0.351178451,-0.7142857140000001,-0.515598291,-0.062388592,-0.031063321,0.152777778,-0.198107448,0.19047619,-0.055555556,-0.048322096,2023.621322970535,1,12.5,8.7,5,4.7,0.083,1,0
307,2011104,2011,104,1181,1274,1,0,0.07224858,-0.002394636,-0.091858546,-0.333333333,-0.470479303,0.481331534,0.427272727,-0.223809524,0.074430642,0.083994709,-0.235185185,0.15555555599999998,0.031746032,-0.287179487,2029.2941452168045,1,-12.2,-1.1,-11,-6.75,-0.165,1,0
308,2011107,2011,107,1181,1438,1,0,0.133567303,0.098539745,-0.131959998,-0.193650794,-0.076539388,0.259259259,0.183333333,-0.038888889,0.301188354,-0.29137529100000004,0.270529264,-0.904761905,0.247619048,-0.107407407,2032.0491384608488,1,15.5,-8.1,14,5.63,0.001,1,0
309,2011111,2011,111,1181,1210,0,0,0.213668706,0.14245907300000002,-0.210002612,-0.052910053,-0.679796919,0.382007168,0.335185185,-0.33901515200000004,0.33476987,0.051026258,-0.077441077,-0.066666667,-0.347222222,-0.233918129,2033.8083223499978,1,10.1,7.5,3,0.7,0.023,1,0
310,2011114,2011,114,1181,1396,0,0,0.16356137099999998,0.127570346,-0.13176396699999998,0.0,-0.34998443799999995,0.340224375,0.203042328,-0.346759259,0.284297367,-0.107936508,0.052525253,-0.5,-0.48015873,-0.148148148,2035.8572575819169,1,10.9,-5.4,10,2.91,-0.033,1,0
311,2011117,2011,117,1181,1439,0,0,0.098579932,0.152913753,-0.053321678,-0.30952381,-1.7071428569999998,-0.012345678999999998,0.193911249,-0.217290553,0.098548482,0.252331002,-0.08058608099999999,-0.444444444,-1.111111111,-0.10877451,2040.6705634574791,0,,,14,,,1,0
312,2011121,2011,121,1155,1181,0,0,0.099994841,-0.015269151000000003,-0.184078733,-0.586111111,-0.673400673,0.40942029,0.386386946,-0.350925926,0.117405583,0.165598291,0.011111111000000002,-0.686868687,0.22962963,-0.29861111100000004,2024.3922785541333,0,10.9,-0.2,11,2.61,0.152,1,0
313,2011124,2011,124,1181,1314,0,0,0.13061487900000002,0.194090224,-0.005689103,-0.204761905,-1.783333333,-0.17901234600000002,0.143672014,-0.096078431,0.160996787,0.493559073,-0.05028305,-0.5277777779999999,-1.166666667,-0.141798246,2028.1478060178413,0,6.6,0.0,8,3.05,0.095,1,0
314,2011130,2011,130,1181,1268,2,0,0.180441452,0.194271499,0.022195513,0.215811966,0.363425926,-0.019918246,-0.157128933,-0.246732026,0.148951049,-0.064713065,-0.152625153,0.071428571,-1.333333333,0.048976608,2014.4905922709245,1,1.5,7.2,-2,1.0,0.040999999999999995,1,0
315,2011131,2011,131,1181,1439,2,0,0.16762126800000002,0.117393162,-0.123409307,0.420454545,0.051995932,0.113319531,0.118518519,-0.256613757,0.287133507,0.576388889,0.183712121,-0.825396825,-0.041666667,0.009963768,2018.3576387770165,1,10.9,-5.4,10,2.91,-0.033,1,0
316,2011132,2011,132,1181,1314,2,0,0.183949589,0.239010798,0.012754665,0.663888889,0.474987975,-0.8888888890000001,-0.623931624,-0.454545455,-0.007253798,0.28611111100000003,-0.272893773,0.31547619,0.044444444000000013,-0.028308293,2022.68360586583,1,5.5,0.0,5,1.86,0.062,1,0
317,2011137,2011,137,1181,1214,2,0,0.18447888,0.177940115,0.017444105,0.222222222,-0.007407406999999999,0.067094017,-0.022165388,0.038126362,0.157142857,-0.062289562,-0.174074074,-0.225,-1.8,-0.254578755,2029.809921171792,1,-22.1,6.3,-18,-4.07,-0.011000000000000001,1,0
318,2011139,2011,139,1181,1276,2,0,0.048998274,0.027972028,0.039075501,-0.296296296,-0.171428571,0.09273183,-0.306623932,0.440792541,0.05952381,-0.025641026,-0.222222222,-0.811111111,0.523809524,-0.230576441,2030.4365532553861,1,10.1,7.5,3,0.7,0.023,1,0
319,2011143,2011,143,1112,1181,2,0,0.134160978,0.20015083,0.062019231,0.095238095,-0.595833333,-0.279956427,0.06969697,0.274509804,0.143774564,0.415907557,0.103563104,-0.333333333,-0.8611111109999999,-0.099980064,2033.455602743032,1,10.9,-0.2,11,2.61,0.152,1,0
320,2012011,2012,11,1125,1181,0,0,0.108740985,0.004091711,-0.133564139,-0.079487179,-0.333333333,0.349206349,0.322412156,0.051282051,0.186029009,0.105753968,0.194611529,-0.37037037,0.166666667,-0.207226248,2018.2294338548056,0,15.5,-8.1,14,5.63,0.001,1,0
321,2012012,2012,12,1181,1342,0,0,0.193362607,0.128205128,0.060622914000000014,0.291005291,0.228005181,0.254664439,0.4125,0.40952381,0.011965397,-0.037958533,-0.621753247,-0.19047619,0.7222222220000001,-0.218567251,2020.2088643069646,1,1.5,7.2,-2,1.0,0.040999999999999995,1,0
322,2012015,2012,15,1181,1277,2,0,0.08948457,-0.183478261,-0.396520147,-0.084848485,-0.457653458,0.458333333,0.5019841270000001,-0.973544974,0.121693122,-0.033333333,-0.096296296,-0.028388278,0.27777777800000003,-0.492640693,2020.513026891411,1,10.9,-0.2,11,2.61,0.152,1,0
323,2012018,2012,18,1172,1181,0,0,0.118324108,0.112179487,-0.382253912,-0.575396825,-1.3915343919999998,0.233530962,0.322870434,-0.855555556,0.315481201,0.014141414,0.076043238,-0.423809524,0.525,-0.198209198,2025.032537556268,0,10.1,7.5,3,0.7,0.023,1,0
324,2012021,2012,21,1181,1397,2,0,0.216949649,0.213066708,-0.015840897,0.5869047620000001,0.094716849,-3.92780027,-2.359022556,-0.323931624,0.150592396,0.23992674,-0.128968254,-0.388888889,-0.194444444,-0.266483201,2026.3385816762177,1,13.6,-14.7,13,14.04,0.083,0,0
325,2012022,2012,22,1181,1276,2,0,0.070937884,-0.048907882,-0.17753707300000002,-0.222222222,-0.349206349,0.476065163,0.574328449,-0.07825507799999999,0.159271284,0.073565324,0.188034188,-0.8888888890000001,0.412698413,-0.365497076,2030.4170322350901,1,7.8,-5.9,6,5.18,0.038,0,0
326,2012023,2012,23,1181,1242,2,0,0.123972371,0.073415313,-0.06590193400000001,0.631410256,0.269230769,-0.156240274,-0.120289855,-0.52991453,-0.117283951,0.3,-0.035714286,-0.386111111,-0.726190476,-0.212492014,2033.6180281814347,1,14.2,-6.4,5,13.98,-0.006,0,0
327,2012029,2012,29,1181,1326,0,0,0.198919476,0.257843137,0.053472222,0.185185185,-0.601388889,-0.24754902,-0.151515152,0.13725490199999998,0.232191894,0.402412281,-0.004662005,0.0,-0.4166666670000001,-0.01664673,2043.7268193825064,0,4.4,-2.7,7,-1.23,0.069,0,0
328,2012037,2012,37,1161,1181,0,0,0.198430736,0.169871795,-0.035695829,0.172138047,0.183678894,-0.090249663,-0.041414141,-0.494444444,0.17628205100000002,0.278499278,-0.297222222,0.496296296,0.127777778,-0.180190058,2031.5867056734014,0,5.1,-1.5,1,4.77,0.031,0,0
329,2012040,2012,40,1181,1449,2,0,0.044308852,-0.107142857,-0.046953812,0.041666667,-0.088888889,0.4,0.434859585,-0.146825397,-0.162486938,-0.055555556,-0.412587413,0.125,-0.097222222,-0.393434343,2033.1407913862326,1,1.3,7.3,-2,0.42,0.049,0,0
330,2012049,2012,49,1181,1422,0,0,0.206357239,0.078271605,-0.184757795,0.29292929300000004,-0.00974026,0.470823799,0.415898112,-0.166666667,0.299243697,0.156565657,0.043014945,0.12037037,0.522222222,-0.333986928,2037.108398855096,1,3.9,2.4,1,-0.43,0.013000000000000001,0,0
331,2012060,2012,60,1181,1444,0,0,0.243934829,0.223493268,-0.000524539,-0.33015873,-0.33703703700000004,0.257577365,0.320261438,-0.040644541,0.192954105,0.495804729,-0.597685185,0.412457912,0.200854701,-0.251633987,2037.3496480202032,1,-14.7,12.0,-8,-12.29,0.045,0,0
332,2012062,2012,62,1181,1335,0,0,0.155302911,0.078544061,0.008204590999999999,0.085185185,-0.19047619,0.298597954,0.413132832,0.350584795,0.148888889,0.040674603,-0.035164835,-0.577777778,0.477777778,-0.257918552,2038.3572224291595,1,7.8,-6.4,4,4.79,-0.005,0,0
333,2012065,2012,65,1181,1396,0,0,0.163105953,0.18125,0.024454365,0.262962963,-0.12260101,-0.080882353,-0.101275917,0.13725490199999998,0.206923077,0.332236842,-0.016446516,0.166666667,-0.4166666670000001,-0.001052189,2038.86272361302,0,-19.3,16.3,-15,-13.36,-0.005,0,0
334,2012068,2012,68,1181,1210,1,0,0.168465157,-0.012922705,-0.021098321,-0.273809524,-0.020847269,0.6259011520000001,0.422060716,-0.083333333,0.02962963,0.005291005,-0.347619048,0.296296296,0.027777778,-0.234214265,2023.361503576768,1,20.1,-10.3,8,18.07,-0.022000000000000002,0,0
335,2012073,2012,73,1181,1438,0,0,0.060956618,0.079487179,-0.063142885,0.17676767699999998,0.171428571,-0.040740741,0.007936508,-0.373626374,0.118137255,-0.194444444,0.10966811,-0.683333333,0.0,-0.003104575,2024.9718147651568,1,8.2,-9.0,8,9.22,-0.013999999999999999,0,0
336,2012076,2012,76,1155,1181,1,0,0.073344397,-0.012820513,-0.209056267,0.217592593,0.076388889,0.233251634,0.097451963,-1.70995671,0.180335097,0.068945869,0.260013407,-0.71031746,-0.533333333,-0.28869047600000003,2027.9462974220419,0,-7.1,8.5,-2,-16.2,-0.035,0,0
337,2012080,2012,80,1181,1448,0,0,0.249230561,0.180840665,0.114014786,0.377777778,0.070707071,0.117211329,0.10446571,0.267399267,0.121265432,0.359649123,-0.39047619,0.45,-1.233333333,-0.08429696699999999,2030.8716845920121,1,17.7,-6.3,14,4.24,0.04,0,0
338,2012082,2012,82,1181,1199,1,0,0.119355377,0.13839285699999998,-0.086554622,0.00462963,-0.343434343,0.0,-0.038505354,-0.666666667,0.21334283,0.269736842,0.009194509,0.17857142899999998,0.055555556,0.001340156,2032.38602233984,0,-18.0,3.5,-14,-6.08,-0.14400000000000002,0,0
339,2012086,2012,86,1181,1268,1,0,0.17123829699999998,0.162698413,0.099654378,0.130952381,0.098161004,0.098124098,-0.298663325,0.02020202,0.095432099,0.28620268600000004,-0.348484848,0.223905724,0.177777778,0.036570184,2016.4760792362968,1,2.3,-7.6,3,3.31,0.064,0,0
340,2012089,2012,89,1181,1385,0,0,0.117200855,-0.057971014,-0.01291423,0.400793651,0.215490196,0.258595571,0.197358599,0.269423077,0.148571429,0.332376396,0.131944444,0.034391534,-0.488888889,-0.030864198,2019.9337172018688,1,19.3,-1.3,11,5.73,0.07,0,0
341,2012094,2012,94,1181,1439,1,0,0.093197163,-0.010351967,-0.018735346,0.226851852,0.186237817,0.239977414,0.173761141,0.08750508800000001,-0.024848485,-0.112179487,-0.465686275,0.27777777800000003,-0.088888889,-0.031481481,2022.63425640142,1,5.4,0.9,0,2.28,0.004,0,0
342,2012097,2012,97,1181,1274,1,1,0.050961697,0.07804803,-0.113678805,-0.263888889,-0.4323232320000001,0.083333333,0.121168305,-0.6190476189999999,0.159408259,0.101608187,0.136467236,-0.088095238,-1.611111111,-0.069493177,2026.0296135353879,0,12.0,-1.3,5,5.55,0.065,0,0
343,2012100,2012,100,1181,1314,1,0,0.129259594,0.072885216,0.026207011,0.027350427000000004,0.323180323,0.13143971,0.074126056,-0.036481900000000005,0.039396968,-0.332026144,-0.195622896,0.473290598,-1.402777778,-0.036324786,2009.0499644284,1,17.7,-6.3,14,4.24,0.04,0,0
344,2012103,2012,103,1181,1268,0,0,0.131447381,0.181089744,0.139987619,0.340740741,-0.133333333,-0.195238095,-0.06912223599999999,0.312121212,0.034562212,0.400793651,-0.16993464100000005,0.111111111,-0.344444444,-0.118085068,2017.2561036563748,1,12.0,-10.4,9,2.8,-0.052000000000000005,0,0
345,2012108,2012,108,1181,1301,0,0,0.110917835,0.024679487000000003,-0.022544123,0.097222222,0.121568627,0.266923436,0.168992885,-0.45629085,-0.061041083,-0.140838207,-0.5972222220000001,-0.125925926,-0.12037037,-0.091287879,2020.7047971683814,1,2.3,-7.6,3,3.31,0.064,0,0
346,2012111,2012,111,1130,1181,1,0,0.17966489800000002,0.26736769,0.155912912,0.126503127,-0.068254476,-0.185515873,-0.058033754000000014,0.474185464,0.228087325,0.180555556,0.14160401,-0.257936508,0.0,0.06882591099999999,2023.703180445247,0,-9.3,11.6,-11,-3.25,-0.006999999999999999,0,0
347,2012115,2012,115,1181,1199,1,0,0.139401709,-0.050144928,-0.189862662,0.199134199,0.067299683,0.358312674,0.34268337,-0.467460317,0.038159371,0.247863248,-0.14044289,0.207407407,-0.5111111110000001,-0.233796296,2025.315710856537,1,6.9,-2.9,4,1.9,-0.005,0,0
348,2012117,2012,117,1181,1439,0,1,0.041029588,0.026251526,-0.085618334,0.041666667,0.157579365,-1.328888889,-0.458201058,-0.019047619,0.217946086,-0.003030303,0.243589744,-0.851851852,0.253968254,-0.119047619,2030.3529080851745,1,12.0,-1.3,5,5.55,0.065,0,0
349,2012120,2012,120,1181,1448,1,0,0.197721519,0.242476377,0.114077281,0.471639472,0.274592732,-1.513708514,-0.971611722,0.338636364,0.180952381,0.263736264,-0.105494505,0.095238095,0.125,0.034455811,2033.4575255134064,1,12.1,-14.9,14,3.62,0.002,0,0
350,2012124,2012,124,1181,1314,1,0,0.09728038,0.13688812,-0.074943908,-0.34166666700000003,-0.501587302,0.083333333,-0.038919414,-0.53015873,0.24482492600000005,0.037698413,0.271794872,-0.726984127,-1.611111111,-0.00215311,2034.8850090232816,0,-9.3,11.6,-11,-3.25,-0.006999999999999999,0,0
351,2012130,2012,130,1181,1439,2,0,0.089495387,0.091873706,-0.096099098,-2.888888889,-0.258978676,0.29709596,0.216454598,0.05982906,0.203418803,0.064454064,0.067626331,0.447619048,0.25,-0.129448622,2022.8865027022791,1,11.7,0.2,6,6.48,0.099,0,0
352,2012131,2012,131,1181,1199,2,0,0.100166383,0.17974526300000002,0.044506171,-0.383333333,-0.5515873020000001,-0.097222222,-0.17542735,0.199007937,0.17507183899999998,0.13888888900000002,0.17606837600000005,-1.022222222,-1.888888889,-0.01969697,2025.902492022392,0,5.4,0.9,0,2.28,0.004,0,0
353,2012137,2012,137,1181,1250,2,0,0.105218571,0.12777125,0.011672283,-0.3,-0.580827068,-0.023504274,-0.091081871,0.018055556,0.100801282,0.166666667,-0.075783476,-0.630555556,-0.5555555560000001,-0.027667984,2011.0385573326585,0,12.1,-14.9,14,3.62,0.002,0,0
354,2013004,2013,4,1181,1209,0,0,0.120449658,0.180864198,0.101943076,-0.007936508,0.31,-0.35416666700000005,-0.4115384620000001,0.062271062,0.039309456,0.026455026,-0.243055556,-0.15726495699999998,0.033862434,0.120289855,1992.2840195662038,1,6.9,-2.9,4,1.9,-0.005,0,0
355,2013008,2013,8,1181,1246,2,0,0.067613666,-0.066249639,-0.026251705,0.381481481,0.131578947,0.246085859,0.145805885,0.067521368,-0.025338871,-0.012401542,-0.084307992,-0.08531746,-1.126984127,-0.08932461900000001,1993.487019713437,1,12.0,-1.3,5,5.55,0.065,0,0
356,2013013,2013,13,1181,1195,0,0,0.228857447,0.2083857,0.133632043,0.081481481,0.124083578,0.146632997,0.126495726,0.352631171,0.11991342,0.263768116,-0.256140351,-0.442857143,-0.35,-0.201680672,2005.1485602101666,1,-11.4,8.5,-7,-15.11,0.022000000000000002,0,0
357,2013017,2013,17,1181,1278,2,0,0.128709842,0.090157155,-0.114761905,0.301587302,-0.133509003,0.137388377,0.140550807,-0.86964887,-0.049114332,-0.131468531,-0.307407407,0.253205128,-0.383333333,-0.151069519,2005.5748537112265,1,5.4,5.8,2,-3.03,0.015,0,0
358,2013018,2013,18,1181,1433,2,0,0.066879993,0.045079365,-0.134077989,-0.392857143,-0.383928571,0.199393939,-0.097572362,-0.8444444440000001,0.200608083,0.274603175,0.037727168,-0.294179894,0.356481481,-0.044695071,2008.8354771670402,1,23.5,-7.1,18,11.0,0.051,0,0
359,2013019,2013,19,1181,1257,2,0,0.110587717,-0.067356322,-0.32199793,0.166666667,-0.006493506,0.429487179,0.458855472,-1.211640212,0.110915751,0.361538462,0.043055556,-0.033068783,0.548280423,-0.135714286,2013.6945792238885,1,18.0,-12.0,12,16.43,-0.061,0,0
360,2013023,2013,23,1181,1326,0,0,0.052102604,0.089781576,-0.181063673,-0.305555556,-0.475718726,-0.14484127,0.015079365,-0.777421652,0.15752688199999998,0.401633987,-0.060846560999999987,-0.194444444,0.259259259,-0.15,2021.574573106223,1,18.7,-11.4,13,13.24,-0.043,0,0
361,2013026,2013,26,1174,1181,0,0,0.17852322899999998,0.16037037,-0.009750109,0.307539683,0.034126984,0.012962963,0.173484848,-0.598989899,0.004139136,0.498172515,-0.424963925,0.5329059829999999,-1.740740741,-0.032804232999999995,2030.5676652527566,0,14.8,0.8,6,15.28,0.028999999999999998,0,0
362,2013033,2013,33,1181,1396,2,0,0.188986155,0.037447546,0.00096483,0.391452991,0.057111734,0.427223643,0.432900433,0.016666667,-0.095354809,-0.122222222,-0.43040293,0.352958153,-0.955555556,-0.267156863,2031.452171991777,1,-16.9,-1.2,-14,0.04,-0.057,0,0
363,2013044,2013,44,1165,1181,0,0,0.30785152,0.347222222,-0.032888399,0.318181818,-0.075468975,0.017676768,0.07777777799999999,-0.7829059829999999,0.276094276,0.39003268,-0.359848485,0.196969697,0.427777778,-0.108496732,2036.5451728298378,0,-8.2,-14.1,4,0.37,0.049,0,0
364,2013045,2013,45,1181,1189,0,0,0.128031048,0.100658762,-0.151625868,-0.438888889,-0.783333333,0.185606061,0.360294118,-0.213888889,0.141494253,0.253393665,0.023549258,0.156565657,-0.022222222000000003,-0.243516484,2037.2029402859266,1,0.8,0.0,1,-1.94,-0.083,0,0
365,2013054,2013,54,1181,1365,0,0,0.067754262,0.077227011,-0.109409041,-0.027777778,-0.451282051,0.038585859,0.037581699,-0.08686868699999999,0.26491712300000003,0.182407407,0.1502849,-0.147619048,-0.877777778,-0.141975309,2037.6876318678674,1,25.6,-5.2,11,18.48,-0.04,0,0
366,2013058,2013,58,1172,1181,2,0,0.153732304,0.204497078,0.057473076,-0.177777778,-0.34241453,0.007936508,-0.063800806,0.07777777799999999,0.269119769,0.12712336400000002,0.05982906,0.027777778,-0.5,0.064412238,2038.346258116351,0,6.0,4.3,0,1.47,-0.016,0,0
367,2013061,2013,61,1181,1448,0,0,0.103174603,0.084922245,0.06519396599999999,-0.488095238,0.317124183,0.049365079000000006,0.08095952,0.168350168,0.054177005999999986,0.123644471,-0.527380952,-0.085714286,-0.411111111,-0.171355499,2040.2021667315664,1,26.2,5.2,8,9.31,-0.054000000000000006,0,0
